raceId,driverId,driverRef,circuitId,circuit_name,season,round,grid,position,positions_gained,driver_avg_finish_last5,driver_dnf_rate_last5,driver_circuit_avg_finish,driver_circuit_race_count,age
654,262,oliver,46,Watkins Glen,1970,12,7,22,-15,14.4,0.8,18.0,4,28
655,262,oliver,32,Autódromo Hermanos Rodríguez,1970,13,13,7,6,12.2,0.6,5.333333333333333,3,28
637,262,oliver,9,Silverstone Circuit,1971,6,16,24,-8,16.0,0.8,21.666666666666668,3,29
639,262,oliver,70,Red Bull Ring,1971,8,22,9,13,15.8,0.6,11.0,3,29
640,262,oliver,14,Autodromo Nazionale di Monza,1971,9,13,7,6,13.8,0.4,10.2,5,29
626,262,oliver,38,Brands Hatch,1972,7,14,20,-6,13.4,0.4,15.0,3,30
607,262,oliver,30,Kyalami,1973,3,14,20,-6,16.0,0.6,16.333333333333332,3,31
608,262,oliver,49,Montjuïc,1973,4,13,20,-7,15.2,0.6,17.0,2,31
609,262,oliver,40,Zolder,1973,5,22,20,2,17.4,0.8,20.0,1,31
610,262,oliver,6,Circuit de Monaco,1973,6,22,10,12,18.0,0.8,13.5,4,31
611,262,oliver,47,Scandinavian Raceway,1973,7,17,16,1,17.2,0.8,12.5,2,31
612,262,oliver,34,Circuit Paul Ricard,1973,8,21,25,-4,18.2,0.8,25.0,1,31
613,262,oliver,9,Silverstone Circuit,1973,9,26,27,-1,19.6,0.8,21.666666666666668,3,31
614,262,oliver,39,Circuit Park Zandvoort,1973,10,10,23,-13,20.2,0.8,15.75,4,31
615,262,oliver,20,Nürburgring,1973,11,17,8,9,19.8,0.8,8.0,4,31
616,262,oliver,70,Red Bull Ring,1973,12,18,19,-1,20.4,0.8,11.0,3,31
617,262,oliver,14,Autodromo Nazionale di Monza,1973,13,19,11,8,17.6,0.6,10.2,5,31
618,262,oliver,48,Mosport International Raceway,1973,14,14,3,11,12.8,0.4,11.0,2,31
619,262,oliver,46,Watkins Glen,1973,15,22,15,7,11.2,0.2,18.0,4,31
550,262,oliver,47,Scandinavian Raceway,1977,8,16,9,7,11.4,0.2,12.5,2,35
550,263,kozarowitzky,47,Scandinavian Raceway,1977,8,0,31,-31,31.0,1.0,31.0,1,29
552,263,kozarowitzky,9,Silverstone Circuit,1977,10,0,36,-36,33.5,1.0,36.0,1,29
552,264,sutcliffe,9,Silverstone Circuit,1977,10,0,32,-32,32.0,1.0,32.0,1,30
590,265,edwards,25,Autódromo Juan y Oscar Gálvez,1974,1,25,11,14,11.0,0.0,11.0,1,32
591,265,edwards,18,Autódromo José Carlos Pace,1974,2,3,25,-22,18.0,0.5,25.0,1,32
593,265,edwards,45,Jarama,1974,4,0,26,-26,20.666666666666668,0.6666666666666666,26.0,1,32
594,265,edwards,50,Nivelles-Baulers,1974,5,21,12,9,18.5,0.5,12.0,1,32
595,265,edwards,6,Circuit de Monaco,1974,6,26,8,18,16.4,0.4,8.0,1,32
596,265,edwards,47,Scandinavian Raceway,1974,7,18,7,11,15.6,0.4,7.0,1,32
597,265,edwards,39,Circuit Park Zandvoort,1974,8,14,17,-3,14.0,0.4,17.0,1,32
598,265,edwards,41,Dijon-Prenois,1974,9,20,15,5,11.8,0.2,15.0,1,32
600,265,edwards,20,Nürburgring,1974,11,0,29,-29,15.2,0.4,22.0,2,32
564,265,edwards,40,Zolder,1976,5,0,29,-29,19.4,0.6,29.0,1,34
567,265,edwards,34,Circuit Paul Ricard,1976,8,25,17,8,21.4,0.6,17.0,1,34
568,265,edwards,38,Brands Hatch,1976,9,25,26,-1,23.2,0.6,26.0,1,34
569,265,edwards,20,Nürburgring,1976,10,25,15,10,23.2,0.6,22.0,2,34
572,265,edwards,14,Autodromo Nazionale di Monza,1976,13,0,27,-27,22.8,0.6,27.0,1,34
573,265,edwards,48,Mosport International Raceway,1976,14,23,20,3,21.0,0.4,20.0,1,34
552,265,edwards,9,Silverstone Circuit,1977,10,0,33,-33,24.2,0.6,33.0,1,35
552,266,mcguire,9,Silverstone Circuit,1977,10,0,35,-35,35.0,1.0,35.0,1,32
594,267,schuppan,50,Nivelles-Baulers,1974,5,14,15,-1,15.0,0.0,15.0,1,31
595,267,schuppan,6,Circuit de Monaco,1974,6,25,17,8,16.0,0.5,17.0,1,31
596,267,schuppan,47,Scandinavian Raceway,1974,7,26,12,14,14.666666666666666,0.6666666666666666,16.0,2,31
597,267,schuppan,39,Circuit Park Zandvoort,1974,8,17,13,4,14.25,0.75,21.0,2,31
598,267,schuppan,41,Dijon-Prenois,1974,9,0,23,-23,16.0,0.8,23.0,1,31
599,267,schuppan,38,Brands Hatch,1974,10,0,30,-30,19.0,1.0,30.0,1,31
600,267,schuppan,20,Nürburgring,1974,11,22,21,1,19.8,1.0,21.0,1,31
582,267,schuppan,47,Scandinavian Raceway,1975,7,26,20,6,21.4,1.0,16.0,2,32
552,267,schuppan,9,Silverstone Circuit,1977,10,23,12,11,21.2,0.8,12.0,1,34
553,267,schuppan,10,Hockenheimring,1977,11,19,7,12,18.0,0.6,7.0,1,34
554,267,schuppan,70,Red Bull Ring,1977,12,25,16,9,15.2,0.4,16.0,1,34
555,267,schuppan,39,Circuit Park Zandvoort,1977,13,0,29,-29,16.8,0.4,21.0,2,34
553,268,heyer,10,Hockenheimring,1977,11,25,24,1,24.0,1.0,24.0,1,34
594,269,pilette,50,Nivelles-Baulers,1974,5,27,17,10,17.0,0.0,17.0,1,32
553,269,pilette,10,Hockenheimring,1977,11,0,29,-29,23.0,0.5,29.0,1,35
555,269,pilette,39,Circuit Park Zandvoort,1977,13,0,33,-33,26.333333333333332,0.6666666666666666,33.0,1,35
556,269,pilette,14,Autodromo Nazionale di Monza,1977,14,0,31,-31,27.5,0.75,31.0,1,35
600,270,ashley,20,Nürburgring,1974,11,20,14,6,14.0,0.0,19.5,2,27
601,270,ashley,70,Red Bull Ring,1974,12,24,13,11,13.5,0.5,20.5,2,27
603,270,ashley,48,Mosport International Raceway,1974,14,0,30,-30,19.0,0.6666666666666666,28.0,2,27
604,270,ashley,46,Watkins Glen,1974,15,0,29,-29,21.5,0.75,23.0,2,27
586,270,ashley,20,Nürburgring,1975,11,20,25,-5,22.2,0.8,19.5,2,28
560,270,ashley,18,Autódromo José Carlos Pace,1976,1,21,22,-1,23.8,1.0,22.0,1,29
554,270,ashley,70,Red Bull Ring,1977,12,0,28,-28,26.8,1.0,20.5,2,30
555,270,ashley,39,Circuit Park Zandvoort,1977,13,0,30,-30,26.8,1.0,30.0,1,30
556,270,ashley,14,Autodromo Nazionale di Monza,1977,14,0,30,-30,27.0,1.0,30.0,1,30
557,270,ashley,46,Watkins Glen,1977,15,22,17,5,25.4,0.8,23.0,2,30
558,270,ashley,48,Mosport International Raceway,1977,16,0,26,-26,26.2,0.8,28.0,2,30
563,271,kessel,45,Jarama,1976,4,0,26,-26,26.0,1.0,26.0,1,26
564,271,kessel,40,Zolder,1976,5,23,12,11,19.0,0.5,12.0,1,26
566,271,kessel,47,Scandinavian Raceway,1976,7,26,23,3,20.333333333333332,0.6666666666666666,23.0,1,26
567,271,kessel,34,Circuit Paul Ricard,1976,8,0,30,-30,22.75,0.75,30.0,1,26
570,271,kessel,70,Red Bull Ring,1976,11,25,14,11,21.0,0.8,14.0,1,26
556,271,kessel,14,Autodromo Nazionale di Monza,1977,14,0,33,-33,22.4,0.8,33.0,1,27
559,272,takahashi,16,Fuji Speedway,1977,17,22,9,13,9.0,0.0,9.0,1,37
575,273,hoshino,16,Fuji Speedway,1976,16,21,19,2,19.0,1.0,15.0,2,29
559,273,hoshino,16,Fuji Speedway,1977,17,11,11,0,15.0,0.5,15.0,2,30
575,274,takahara,16,Fuji Speedway,1976,16,24,9,15,9.0,0.0,15.5,2,25
559,274,takahara,16,Fuji Speedway,1977,17,19,22,-3,15.5,0.5,15.5,2,26
599,275,lombardi,38,Brands Hatch,1974,10,0,29,-29,29.0,1.0,29.5,2,33
578,275,lombardi,30,Kyalami,1975,3,26,23,3,26.0,1.0,23.0,1,34
579,275,lombardi,49,Montjuïc,1975,4,24,6,18,19.333333333333332,0.6666666666666666,6.0,1,34
580,275,lombardi,6,Circuit de Monaco,1975,5,0,25,-25,20.75,0.75,25.0,1,34
581,275,lombardi,40,Zolder,1975,6,17,18,-1,20.2,0.8,18.0,1,34
582,275,lombardi,47,Scandinavian Raceway,1975,7,24,26,-2,19.6,0.8,26.0,1,34
583,275,lombardi,39,Circuit Park Zandvoort,1975,8,23,14,9,17.8,0.6,14.0,1,34
584,275,lombardi,34,Circuit Paul Ricard,1975,9,26,18,8,20.2,0.6,18.0,1,34
585,275,lombardi,9,Silverstone Circuit,1975,10,22,23,-1,19.8,0.6,23.0,1,34
586,275,lombardi,20,Nürburgring,1975,11,25,7,18,17.6,0.4,17.0,2,34
587,275,lombardi,70,Red Bull Ring,1975,12,21,17,4,15.8,0.2,14.5,2,34
588,275,lombardi,14,Autodromo Nazionale di Monza,1975,13,24,16,8,16.2,0.4,16.0,1,34
589,275,lombardi,46,Watkins Glen,1975,14,24,24,0,17.4,0.6,24.0,1,34
560,275,lombardi,18,Autódromo José Carlos Pace,1976,1,22,14,8,15.6,0.4,14.0,1,35
568,275,lombardi,38,Brands Hatch,1976,9,0,30,-30,20.2,0.6,29.5,2,35
569,275,lombardi,20,Nürburgring,1976,10,0,27,-27,22.2,0.8,17.0,2,35
570,275,lombardi,70,Red Bull Ring,1976,11,24,12,12,21.4,0.6,14.5,2,35
578,276,evans,30,Kyalami,1975,3,24,15,9,15.0,0.0,12.5,2,28
579,276,evans,49,Montjuïc,1975,4,23,17,6,16.0,0.5,17.0,1,28
580,276,evans,6,Circuit de Monaco,1975,5,0,22,-22,18.0,0.6666666666666666,22.0,1,28
581,276,evans,40,Zolder,1975,6,20,9,11,15.75,0.5,9.0,1,28
582,276,evans,47,Scandinavian Raceway,1975,7,23,13,10,15.2,0.4,13.0,1,28
583,276,evans,39,Circuit Park Zandvoort,1975,8,20,22,-2,16.6,0.6,22.0,1,28
584,276,evans,34,Circuit Paul Ricard,1975,9,25,17,8,16.6,0.4,17.0,1,28
587,276,evans,70,Red Bull Ring,1975,12,24,25,-1,17.2,0.4,25.0,1,28
588,276,evans,14,Autodromo Nazionale di Monza,1975,13,20,26,-6,20.6,0.6,26.0,1,28
561,276,evans,30,Kyalami,1976,2,23,10,13,20.0,0.6,12.5,2,29
562,276,evans,43,Long Beach,1976,3,0,24,-24,20.4,0.6,24.0,1,29
568,276,evans,38,Brands Hatch,1976,9,22,19,3,20.8,0.8,19.0,1,29
589,277,leclere,46,Watkins Glen,1975,14,20,20,0,20.0,1.0,20.0,1,29
561,277,leclere,30,Kyalami,1976,2,22,13,9,16.5,0.5,13.0,1,30
562,277,leclere,43,Long Beach,1976,3,0,21,-21,18.0,0.6666666666666666,21.0,1,30
563,277,leclere,45,Jarama,1976,4,23,10,13,16.0,0.5,10.0,1,30
564,277,leclere,40,Zolder,1976,5,25,11,14,15.0,0.4,11.0,1,30
565,277,leclere,6,Circuit de Monaco,1976,6,18,11,7,13.2,0.2,11.0,1,30
566,277,leclere,47,Scandinavian Raceway,1976,7,25,20,5,14.6,0.4,20.0,1,30
567,277,leclere,34,Circuit Paul Ricard,1976,8,22,13,9,13.0,0.2,13.0,1,30
719,278,amon,6,Circuit de Monaco,1963,1,0,16,-16,16.0,1.0,13.8,10,20
720,278,amon,13,Circuit de Spa-Francorchamps,1963,2,15,16,-1,16.0,1.0,10.2,5,20
721,278,amon,39,Circuit Park Zandvoort,1963,3,12,14,-2,15.333333333333334,1.0,11.5,8,20
722,278,amon,55,Reims-Gueux,1963,4,17,7,10,13.25,0.75,7.5,2,20
723,278,amon,9,Silverstone Circuit,1963,5,14,7,7,12.0,0.6,11.6,5,20
724,278,amon,20,Nürburgring,1963,6,14,19,-5,12.6,0.6,16.444444444444443,9,20
725,278,amon,14,Autodromo Nazionale di Monza,1963,7,0,21,-21,13.6,0.6,15.333333333333334,9,20
727,278,amon,32,Autódromo Hermanos Rodríguez,1963,9,19,20,-1,14.8,0.6,12.6,5,20
709,278,amon,6,Circuit de Monaco,1964,1,0,17,-17,16.8,0.8,13.8,10,21
710,278,amon,39,Circuit Park Zandvoort,1964,2,13,5,8,16.4,0.8,11.5,8,21
711,278,amon,13,Circuit de Spa-Francorchamps,1964,3,11,18,-7,16.2,0.8,10.2,5,21
712,278,amon,53,Rouen-Les-Essarts,1964,4,14,10,4,14.0,0.6,10.0,2,21
713,278,amon,38,Brands Hatch,1964,5,11,21,-10,14.2,0.6,10.8,5,21
714,278,amon,20,Nürburgring,1964,6,9,11,-2,13.0,0.4,16.444444444444443,9,21
715,278,amon,57,Zeltweg,1964,7,17,19,-2,15.8,0.6,19.0,1,21
717,278,amon,46,Watkins Glen,1964,9,11,14,-3,15.0,0.6,13.25,8,21
718,278,amon,32,Autódromo Hermanos Rodríguez,1964,10,12,14,-2,15.8,0.8,12.6,5,21
702,278,amon,51,Charade Circuit,1965,4,8,12,-4,14.0,0.8,6.75,4,22
705,278,amon,20,Nürburgring,1965,7,16,16,0,15.0,1.0,16.444444444444443,9,22
692,278,amon,55,Reims-Gueux,1966,3,7,8,-1,12.8,0.8,7.5,2,23
696,278,amon,14,Autodromo Nazionale di Monza,1966,7,0,22,-22,14.4,0.8,15.333333333333334,9,23
680,278,amon,6,Circuit de Monaco,1967,2,14,3,11,12.2,0.6,13.8,10,24
681,278,amon,39,Circuit Park Zandvoort,1967,3,9,4,5,10.6,0.4,11.5,8,24
682,278,amon,13,Circuit de Spa-Francorchamps,1967,4,5,3,2,8.0,0.2,10.2,5,24
683,278,amon,54,Le Mans,1967,5,7,8,-1,8.0,0.4,8.0,1,24
684,278,amon,9,Silverstone Circuit,1967,6,6,3,3,4.2,0.2,11.6,5,24
685,278,amon,20,Nürburgring,1967,7,8,3,5,4.2,0.2,16.444444444444443,9,24
686,278,amon,48,Mosport International Raceway,1967,8,4,6,-2,4.6,0.2,12.5,6,24
687,278,amon,14,Autodromo Nazionale di Monza,1967,9,4,7,-3,5.4,0.2,15.333333333333334,9,24
688,278,amon,46,Watkins Glen,1967,10,4,9,-5,5.6,0.2,13.25,8,24
689,278,amon,32,Autódromo Hermanos Rodríguez,1967,11,2,9,-7,6.8,0.2,12.6,5,24
667,278,amon,30,Kyalami,1968,1,8,4,4,7.0,0.2,12.333333333333334,6,25
668,278,amon,45,Jarama,1968,2,1,9,-8,7.6,0.4,12.2,5,25
670,278,amon,13,Circuit de Spa-Francorchamps,1968,4,1,12,-11,8.6,0.6,10.2,5,25
671,278,amon,39,Circuit Park Zandvoort,1968,5,1,6,-5,8.0,0.4,11.5,8,25
672,278,amon,53,Rouen-Les-Essarts,1968,6,5,10,-5,8.2,0.4,10.0,2,25
673,278,amon,38,Brands Hatch,1968,7,3,2,1,7.8,0.4,10.8,5,25
674,278,amon,20,Nürburgring,1968,8,2,15,-13,9.0,0.4,16.444444444444443,9,25
675,278,amon,14,Autodromo Nazionale di Monza,1968,9,3,18,-15,10.2,0.4,15.333333333333334,9,25
676,278,amon,52,Circuit Mont-Tremblant,1968,10,2,8,-6,10.6,0.6,5.5,2,25
677,278,amon,46,Watkins Glen,1968,11,4,15,-11,11.6,0.8,13.25,8,25
678,278,amon,32,Autódromo Hermanos Rodríguez,1968,12,2,16,-14,14.4,1.0,12.6,5,25
656,278,amon,30,Kyalami,1969,1,5,13,-8,14.0,1.0,12.333333333333334,6,26
657,278,amon,49,Montjuïc,1969,2,2,8,-6,12.0,1.0,5.5,2,26
658,278,amon,6,Circuit de Monaco,1969,3,2,11,-9,12.6,1.0,13.8,10,26
659,278,amon,39,Circuit Park Zandvoort,1969,4,4,3,1,10.2,0.8,11.5,8,26
660,278,amon,51,Charade Circuit,1969,5,6,10,-4,9.0,0.8,6.75,4,26
661,278,amon,9,Silverstone Circuit,1969,6,5,12,-7,8.8,0.8,11.6,5,26
643,278,amon,30,Kyalami,1970,1,2,23,-21,11.8,0.8,12.333333333333334,6,27
644,278,amon,45,Jarama,1970,2,6,12,-6,12.0,0.8,12.2,5,27
645,278,amon,6,Circuit de Monaco,1970,3,2,9,-7,13.2,1.0,13.8,10,27
646,278,amon,13,Circuit de Spa-Francorchamps,1970,4,3,2,1,11.6,0.8,10.2,5,27
647,278,amon,39,Circuit Park Zandvoort,1970,5,4,20,-16,13.2,0.8,11.5,8,27
648,278,amon,51,Charade Circuit,1970,6,3,2,1,9.0,0.6,6.75,4,27
649,278,amon,38,Brands Hatch,1970,7,17,5,12,7.6,0.4,10.8,5,27
650,278,amon,10,Hockenheimring,1970,8,6,11,-5,8.0,0.4,11.0,1,27
651,278,amon,70,Red Bull Ring,1970,9,5,8,-3,9.2,0.4,8.333333333333334,3,27
652,278,amon,14,Autodromo Nazionale di Monza,1970,10,18,7,11,6.6,0.2,15.333333333333334,9,27
653,278,amon,52,Circuit Mont-Tremblant,1970,11,6,3,3,6.8,0.2,5.5,2,27
654,278,amon,46,Watkins Glen,1970,12,5,5,0,6.8,0.2,13.25,8,27
655,278,amon,32,Autódromo Hermanos Rodríguez,1970,13,5,4,1,5.4,0.0,12.6,5,27
632,278,amon,30,Kyalami,1971,1,2,5,-3,4.8,0.0,12.333333333333334,6,28
633,278,amon,49,Montjuïc,1971,2,3,3,0,4.0,0.0,5.5,2,28
634,278,amon,6,Circuit de Monaco,1971,3,4,13,-9,6.0,0.2,13.8,10,28
635,278,amon,39,Circuit Park Zandvoort,1971,4,5,23,-18,9.6,0.4,11.5,8,28
636,278,amon,34,Circuit Paul Ricard,1971,5,9,5,4,9.8,0.4,5.0,1,28
637,278,amon,9,Silverstone Circuit,1971,6,9,18,-9,12.4,0.6,11.6,5,28
638,278,amon,20,Nürburgring,1971,7,16,15,1,14.8,0.8,16.444444444444443,9,28
640,278,amon,14,Autodromo Nazionale di Monza,1971,9,1,6,-5,13.4,0.6,15.333333333333334,9,28
641,278,amon,48,Mosport International Raceway,1971,10,5,10,-5,10.8,0.4,12.5,6,28
642,278,amon,46,Watkins Glen,1971,11,8,12,-4,12.2,0.4,13.25,8,28
620,278,amon,25,Autódromo Juan y Oscar Gálvez,1972,1,12,22,-10,13.0,0.4,22.0,1,29
621,278,amon,30,Kyalami,1972,2,13,15,-2,13.0,0.2,12.333333333333334,6,29
622,278,amon,45,Jarama,1972,3,6,13,-7,14.4,0.4,12.2,5,29
623,278,amon,6,Circuit de Monaco,1972,4,6,6,0,13.6,0.4,13.8,10,29
624,278,amon,50,Nivelles-Baulers,1972,5,13,6,7,12.4,0.4,6.0,1,29
625,278,amon,51,Charade Circuit,1972,6,1,3,-2,8.6,0.2,6.75,4,29
626,278,amon,38,Brands Hatch,1972,7,17,4,13,6.4,0.2,10.8,5,29
627,278,amon,20,Nürburgring,1972,8,8,15,-7,6.8,0.0,16.444444444444443,9,29
628,278,amon,70,Red Bull Ring,1972,9,6,5,1,6.6,0.0,8.333333333333334,3,29
629,278,amon,14,Autodromo Nazionale di Monza,1972,10,2,15,-13,8.4,0.2,15.333333333333334,9,29
630,278,amon,48,Mosport International Raceway,1972,11,10,6,4,9.0,0.2,12.5,6,29
631,278,amon,46,Watkins Glen,1972,12,7,15,-8,11.2,0.2,13.25,8,29
609,278,amon,40,Zolder,1973,5,15,6,9,9.4,0.2,10.5,2,30
610,278,amon,6,Circuit de Monaco,1973,6,12,23,-11,13.0,0.4,13.8,10,30
613,278,amon,9,Silverstone Circuit,1973,9,29,18,11,13.6,0.4,11.6,5,30
614,278,amon,39,Circuit Park Zandvoort,1973,10,19,17,2,15.8,0.6,11.5,8,30
618,278,amon,48,Mosport International Raceway,1973,14,11,10,1,14.8,0.6,12.5,6,30
619,278,amon,46,Watkins Glen,1973,15,12,27,-15,19.0,0.8,13.25,8,30
593,278,amon,45,Jarama,1974,4,23,22,1,18.8,0.8,12.2,5,31
595,278,amon,6,Circuit de Monaco,1974,6,20,27,-7,20.6,0.8,13.8,10,31
600,278,amon,20,Nürburgring,1974,11,0,31,-31,23.4,0.8,16.444444444444443,9,31
602,278,amon,14,Autodromo Nazionale di Monza,1974,13,0,30,-30,27.4,1.0,15.333333333333334,9,31
603,278,amon,48,Mosport International Raceway,1974,14,25,17,8,25.4,1.0,12.5,6,31
604,278,amon,46,Watkins Glen,1974,15,12,9,3,22.8,0.8,13.25,8,31
587,278,amon,70,Red Bull Ring,1975,12,23,12,11,19.8,0.6,8.333333333333334,3,32
588,278,amon,14,Autodromo Nazionale di Monza,1975,13,19,12,7,16.0,0.4,15.333333333333334,9,32
561,278,amon,30,Kyalami,1976,2,18,14,4,12.8,0.2,12.333333333333334,6,33
562,278,amon,43,Long Beach,1976,3,17,8,9,11.0,0.0,8.0,1,33
563,278,amon,45,Jarama,1976,4,10,5,5,10.2,0.0,12.2,5,33
564,278,amon,40,Zolder,1976,5,8,15,-7,10.8,0.2,10.5,2,33
565,278,amon,6,Circuit de Monaco,1976,6,12,13,-1,11.0,0.2,13.8,10,33
566,278,amon,47,Scandinavian Raceway,1976,7,3,19,-16,12.0,0.4,19.0,1,33
568,278,amon,38,Brands Hatch,1976,9,6,22,-16,14.8,0.6,10.8,5,33
569,278,amon,20,Nürburgring,1976,10,17,23,-6,18.4,0.8,16.444444444444443,9,33
573,278,amon,48,Mosport International Raceway,1976,14,0,26,-26,20.6,0.8,12.5,6,33
563,279,zapico,45,Jarama,1976,4,0,27,-27,27.0,1.0,27.0,1,32
676,280,pescarolo,52,Circuit Mont-Tremblant,1968,10,19,11,8,11.0,1.0,9.0,2,26
678,280,pescarolo,32,Autódromo Hermanos Rodríguez,1968,12,20,9,11,10.0,0.5,9.0,2,26
643,280,pescarolo,30,Kyalami,1970,1,18,7,11,9.0,0.3333333333333333,11.75,4,28
644,280,pescarolo,45,Jarama,1970,2,9,9,0,9.0,0.5,10.666666666666666,3,28
645,280,pescarolo,6,Circuit de Monaco,1970,3,7,3,4,7.8,0.4,12.4,5,28
646,280,pescarolo,13,Circuit de Spa-Francorchamps,1970,4,17,6,11,6.8,0.2,6.0,1,28
647,280,pescarolo,39,Circuit Park Zandvoort,1970,5,13,8,5,6.6,0.2,13.25,4,28
648,280,pescarolo,51,Charade Circuit,1970,6,8,5,3,6.2,0.2,5.0,1,28
649,280,pescarolo,38,Brands Hatch,1970,7,12,16,-4,7.6,0.2,19.0,4,28
650,280,pescarolo,10,Hockenheimring,1970,8,5,6,-1,8.2,0.2,6.0,1,28
651,280,pescarolo,70,Red Bull Ring,1970,9,13,14,-1,9.8,0.2,9.666666666666666,3,28
652,280,pescarolo,14,Autodromo Nazionale di Monza,1970,10,5,17,-12,11.6,0.4,19.2,5,28
653,280,pescarolo,52,Circuit Mont-Tremblant,1970,11,8,7,1,12.0,0.4,9.0,2,28
654,280,pescarolo,46,Watkins Glen,1970,12,12,8,4,10.4,0.2,15.75,4,28
655,280,pescarolo,32,Autódromo Hermanos Rodríguez,1970,13,11,9,2,11.0,0.2,9.0,2,28
632,280,pescarolo,30,Kyalami,1971,1,18,11,7,10.4,0.2,11.75,4,29
633,280,pescarolo,49,Montjuïc,1971,2,11,14,-3,9.8,0.2,11.0,2,29
634,280,pescarolo,6,Circuit de Monaco,1971,3,13,8,5,10.0,0.2,12.4,5,29
635,280,pescarolo,39,Circuit Park Zandvoort,1971,4,15,13,2,11.0,0.4,13.25,4,29
636,280,pescarolo,34,Circuit Paul Ricard,1971,5,18,15,3,12.2,0.6,20.333333333333332,3,29
637,280,pescarolo,9,Silverstone Circuit,1971,6,17,4,13,10.8,0.6,4.0,1,29
638,280,pescarolo,20,Nürburgring,1971,7,10,16,-6,11.2,0.6,16.4,5,29
639,280,pescarolo,70,Red Bull Ring,1971,8,13,6,7,10.8,0.6,9.666666666666666,3,29
640,280,pescarolo,14,Autodromo Nazionale di Monza,1971,9,10,14,-4,11.0,0.6,19.2,5,29
642,280,pescarolo,46,Watkins Glen,1971,11,20,26,-6,13.2,0.6,15.75,4,29
620,280,pescarolo,25,Autódromo Juan y Oscar Gálvez,1972,1,15,8,7,14.0,0.6,8.5,2,30
621,280,pescarolo,30,Kyalami,1972,2,22,11,11,13.0,0.4,11.75,4,30
622,280,pescarolo,45,Jarama,1972,3,19,11,8,14.0,0.4,10.666666666666666,3,30
623,280,pescarolo,6,Circuit de Monaco,1972,4,9,19,-10,15.0,0.4,12.4,5,30
624,280,pescarolo,50,Nivelles-Baulers,1972,5,19,16,3,13.0,0.4,23.0,2,30
626,280,pescarolo,38,Brands Hatch,1972,7,26,24,2,16.2,0.6,19.0,4,30
627,280,pescarolo,20,Nürburgring,1972,8,9,18,-9,17.6,0.8,16.4,5,30
629,280,pescarolo,14,Autodromo Nazionale di Monza,1972,10,0,26,-26,20.6,1.0,19.2,5,30
630,280,pescarolo,48,Mosport International Raceway,1972,11,21,13,8,19.4,0.8,16.0,2,30
631,280,pescarolo,46,Watkins Glen,1972,12,21,14,7,19.0,0.6,15.75,4,30
608,280,pescarolo,49,Montjuïc,1973,4,18,8,10,15.8,0.4,11.0,2,31
612,280,pescarolo,34,Circuit Paul Ricard,1973,8,23,23,0,16.8,0.4,20.333333333333332,3,31
615,280,pescarolo,20,Nürburgring,1973,11,12,10,2,13.6,0.2,16.4,5,31
590,280,pescarolo,25,Autódromo Juan y Oscar Gálvez,1974,1,21,9,12,12.8,0.2,8.5,2,32
591,280,pescarolo,18,Autódromo José Carlos Pace,1974,2,22,14,8,12.8,0.2,14.0,1,32
592,280,pescarolo,30,Kyalami,1974,3,21,18,3,14.8,0.2,11.75,4,32
593,280,pescarolo,45,Jarama,1974,4,20,12,8,12.6,0.0,10.666666666666666,3,32
594,280,pescarolo,50,Nivelles-Baulers,1974,5,15,30,-15,16.6,0.2,23.0,2,32
595,280,pescarolo,6,Circuit de Monaco,1974,6,27,10,17,16.8,0.4,12.4,5,32
596,280,pescarolo,47,Scandinavian Raceway,1974,7,19,26,-7,19.2,0.6,26.0,1,32
597,280,pescarolo,39,Circuit Park Zandvoort,1974,8,24,21,3,19.8,0.8,13.25,4,32
598,280,pescarolo,41,Dijon-Prenois,1974,9,19,21,-2,21.6,1.0,21.0,1,32
599,280,pescarolo,38,Brands Hatch,1974,10,24,15,9,18.6,1.0,19.0,4,32
600,280,pescarolo,20,Nürburgring,1974,11,24,10,14,18.6,0.8,16.4,5,32
602,280,pescarolo,14,Autodromo Nazionale di Monza,1974,13,25,22,3,17.8,0.8,19.2,5,32
565,280,pescarolo,6,Circuit de Monaco,1976,6,0,22,-22,18.0,0.8,12.4,5,34
567,280,pescarolo,34,Circuit Paul Ricard,1976,8,24,23,1,18.4,0.8,20.333333333333332,3,34
568,280,pescarolo,38,Brands Hatch,1976,9,26,21,5,19.6,0.8,19.0,4,34
569,280,pescarolo,20,Nürburgring,1976,10,0,28,-28,23.2,1.0,16.4,5,34
570,280,pescarolo,70,Red Bull Ring,1976,11,22,9,13,20.6,0.8,9.666666666666666,3,34
571,280,pescarolo,39,Circuit Park Zandvoort,1976,12,22,11,11,18.4,0.6,13.25,4,34
572,280,pescarolo,14,Autodromo Nazionale di Monza,1976,13,22,17,5,17.2,0.4,19.2,5,34
573,280,pescarolo,48,Mosport International Raceway,1976,14,21,19,2,16.8,0.2,16.0,2,34
574,280,pescarolo,46,Watkins Glen,1976,15,26,15,11,14.2,0.2,15.75,4,34
566,281,nelleman,47,Scandinavian Raceway,1976,7,0,27,-27,27.0,1.0,27.0,1,32
582,282,magee,47,Scandinavian Raceway,1975,7,22,14,8,14.0,0.0,14.0,1,30
567,282,magee,34,Circuit Paul Ricard,1976,8,0,28,-28,21.0,0.5,28.0,1,31
599,283,wilds,38,Brands Hatch,1974,10,0,33,-33,33.0,1.0,31.0,2,28
601,283,wilds,70,Red Bull Ring,1974,12,0,29,-29,31.0,1.0,29.0,1,28
